	FSS19F	JC2F	FUR1F	FSS217F	FSS221F	BAT4F	FUR5F	BRD2F	BAT1F	CLC5F	BRD3F	CLC2F	FS4F	CLC11F	FSS13F	FSS10F	FSS4F	FSS16F	FSS22F	JC8F	CLC8F	FS10F	FS7F	JC4F	FSS12071110	FSS1207114	FSS12071122	FSS1109241	FSS12071222	FSS11092467	FSS12071213	FSS12071216	FSS11092468	FSS1207111	FSS12071119	FSS11092477	FSS11092470	FSS12071204	FSS12071207	FSS12071201	FSS12071113	FSS1109245	FSS11092474	FSS12071219	FSS12071228	FSS12071210	FSS12071116	FSS1207117	FSS12071225	ELMA13081416	ELMA1308141	ELMA13081418	ELMA13081411	ELMA13081417	ELMA1308143	ELMA1308145	ELMA1308146	ELMA1308142	ELMA1308144	PARA14052533	ELMA14061233	PARA14052625	FS14050225	JC14041816	FSS14050317	ELMA14060527	ELMA14060517	ELMA14061217	PARA14052525	PARA14052513	ELMA1406055	JC1404181	ELMA14060518	ELMA14061221	ELMA1406121	PARA14052613	PARA1405269	PARA1405295	ELMA1406059	ELMA14060540	FSS1405039	FS1405021	PARA1405291	ELMA14060547	PARA14052529	PARA1405251	JC1404186	PARA1405261	ELMA14060522	PARA1405259	FSS14050313	PARA1405265	BAT1404181	PARA14052517	CLC1404207	FS1405029	ELMA14060523	ELMA1406125	PARA1405299	JC14041811	PARA1405241	BRD1404191	FS14050221	FS14050217	ELMA14061229	FSS1405021	PARA14052617	PARA14052813	PARA14052917	ELMA14060531	FSS1405035	PARA14052913	PARA14052629	ELMA1406051	FW1404211	ELMA14060544	PARA1405255	ELMA14061225	PARA14052921	PARA14052925	PARA1405285	ELMA14060513	PARA14052621	FS1405025	CLC1404201	ELMA14060532	PARA1405281	ELMA1406129	ELMA14061213	ELMA14060536	FS14050213	FSS1405031	ZL1404181	PARA1405289	PARA14052521	RSS14062113	CC14062037	CC14062013	CC14062025	CC1406201	CC14062017	RSS1406241	CC1406205	CC1406209	CC14062021	RSS1406215	RSS1406211	RSS1406245	WCS1406239	CC14062033	WCS1406235	WCS14062313	WCS1406231	CC14062029	RSS1406219	TOR14050437	TOR14050413	TOR14050441	TOR14050445	TOR14050425	TOR1405041	TOR1405049	TOR14050421	TOR14050429	TOR14050417	TOR14050433	TOR1405045	TOR14050449	CRY14050521	CRY14050513	CRY1405051	CRY1405059	CRY14050517	CRY1405055
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae	0	0	0	0.017070428	0	0	0	0.000327225	0.001793722	0	0	0	0.001195815	0.001278772	0	0.12109375	0.176431425	0.000248818	0	0.171171171	0	0	0.260530421	0.025	0	0	0.003100921	0.013718226	0	0	0	0	0	0	0	0	0.008375209	0	0	0	0	0	0	0	0	0	0.001433349	0	0	0	0.004819575	0	0	0	0.002881054	0.001176471	0	0	0	0	0	0	0	0	0	0.001205727	0	0	0	0	0	0	0.004600586	0	0	0	0	0.000758725	0	0.00024888	0	0	0.000354191	0	0	0	0.002752654	0	0	0	0.000361795	0	0	0	0.001293661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000364564	0	0	0	0	0.000184332	0	0.000336814	0.001156738	0	0	0	0	0	0	0.000532481	0	0	0.000609013	0	0	0	0	0	0	0	0.002057009	0	0.003113027	0	0.027455919	0	0.001256653	0	0	0	0	0	0.000803859	0	0	0	0	0.033523991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis	0	0.053151458	0	0.097413881	0	0.001917378	0	0.010798429	0.020627803	0	0.005122025	0	0.000298954	0.002237852	0	0.05859375	0	0.022642448	0	0	0	0	0.031201248	0	0	0	0.000469836	0	0	0.00203933	0	0	0	0	0	0.004755564	0.008002978	0	0	0	0	0	0.003685027	0	0	0	0	0	0	0	0.00111221	0	0.007713362	0.004397537	0.000548772	0.004117647	0	0	0	0.000711238	0	0	0	0.000800983	0	0	0	0.022700587	0	0	0	0.001342883	0	0	0	0	0	0.000569044	0	0	0	0	0	0	0	0	0.064883995	0	0	0	0.000723589	0	0	0	0	0.000456621	0	0	0	0.007453995	0	0.024002233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003629257	0	0	0	0	0	0	0	0	0	0	0.000137533	0.000587717	0	0	0	0	0	0	0.000660829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.26E-05	0	0	0.000293858	0	0	0	0	9.36E-05	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__unidentified	0	0	0	0	0	0	0	0	0	0	0.000903887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002572899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001454017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000452148	0	0	0	0	0	0	0	0	0.007099752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000948767	0	0	0	0	0	0	0.001411433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__unidentified;f__unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000729129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;Other;Other	0	0.001411101	0	0.000306654	0.001349528	0.007146592	0.00089226	0.000327225	0.000672646	0.004349402	0	0.001072386	0.000298954	0.000319693	0	0	0	0	0.003707824	0	0	0.009501188	0	0	0	0	0.000281902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001492909	0.025212548	0	0	0	0	0	0	0	0	0	0	0	0.000452148	0.001740341	0	0	0	0	0	0	0	0	0	0	0	7.57E-05	0	0	0	0	0	0	0.000259336	0	0	0	0	0	0	0	0	0	0	0	0.000523834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.62E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.008519702	0	0	0	0.005064146	0	0	0.000379651	0	0	0	0	0	0	0	0	0.000185408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001355422	0	0	0.001990545	0.001172677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002091175	0.002194787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000632511	0.000368664	0	0	0	0	0	0.002117149	0	0	0	0.033546326	0	0	0.000609013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Caliciaceae	0	0	0.011293055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004727544	0	0	0	0.001943635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001254705	0	0	0	0	0	0	0	0.000115654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003341688	0	0	0	0	0	0	0	0	0	0	0	0	0.014246947	0	0	0	0	0.002530044	0	0	0	0	0	0	0.001058574	0	0	0	0	0	0	0.002436054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Physciaceae	0	0	0.002823264	0	0.005398111	0.000522921	0.016506803	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000565291	0	0	0	0	0.000454587	0	0.000100133	0	0	0	0	0	0	0	0	0.002233389	0.001154957	0	0.001246065	0.004030017	0	0	0	0	0	0.00310559	0.003163521	0	0	0.002595156	0	0	0.037232483	0	0.002941176	0	0	0	0	0	0	0	0	0	0	0.00591716	0	0	0	0	0	0.000418235	0	0.00115371	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154919	0	0	0	0	0	0	0.000152207	0	0	0	0	0	0	0	0.002236581	0	0	0	0	0	0.002035278	0	0	0	0	0.000316256	0	0	0.001347255	0	0	0	0	0	0.002873563	0.087660525	0.000532481	0	0	0	0.000675219	0	0	0.000759301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Candelariales;f__Candelariaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005221023	0	0	0	0	0	0	0	0.002218672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00372737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;Other	0	0	0.017786561	0	0	0	0	0	0	0	0	0	0	0	0	0.001953125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000532481	0	0	0.00182704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae	0	0	0	0	0.000674764	0	0	0.001636126	0	0.00036245	0	0.002949062	0	0	0	0	0.001664447	0.001990545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000418235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336814	0	0	0	0	0	0	0	0	0	0	0.000609013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114574	0	9.05E-05	0	0	0	0	0	0	0	6.97E-05	0	0	0	8.24E-05	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae	0	0	0	0	0.000674764	0	0.269016284	0	0	0.003080826	0	0.021179625	0	0.005434783	0	0	0.001664447	0	0	0	0.021481063	0	0	0	0	0	0.000187935	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001528627	0	0	0.001151079	0	0	0	0	0	0	0	0	0	0	0.007545617	0	0	0	0	0	0	0	0	0	0	0.000150716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173481	0	0	0.000569152	0	0	0	0	0	0	0	0	0	0	0.008085382	0	0	0	0	0	0	0	0	0	0	0.001814412	0	0	0	0.009271823	0	0	0	0.000625391	0	0	0	0.000673627	0	0	0	0	0	0	0	0.017571885	0	0.00129199	0.036540804	0.001350439	0.000934288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002396313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000430663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;f__Teloschistaceae	0	0	0	0	0	0	0	0	0	0	0	0.000536193	0	0.000959079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001730104	0	0	0.003224861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000236128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000452284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;Other;Other	0.000252653	0	0.005081875	0.003577635	0.004723347	0.000348614	0	0.001636126	0.001345291	0	0	0.001340483	0	0.013746803	0	0	0	0.000248818	0.002595476	0	0	0	0	0	0	0	0.000375869	7.15E-05	0	0	0	0	0	0	0	0	0.000186116	0	0	0.000131165	0	0	0	0	0	0	0	0	0	0.001054217	0.000741473	0	0.000497636	0.002638522	0	0.000588235	0.000323939	0.000444543	0.013012182	0	7.97E-05	0	0	0	0	0	0.001044205	0.025440313	0	0	0	0	0.000418235	0.001371742	0	0	0	0.001707132	0	0	0	0	0	0	0.000241313	0	0	0	0.000103279	0.000182415	0	0	0	0	0	0	0.009189641	0	0	0	0.000434028	0.000558191	0	0	0.000253936	0	0	0	0	0.000226142	0.000729129	0	0	0	0	0.000552995	0.000763359	0.000336814	0	0	0.00058309	0.000352858	0	0.000574713	0	0.000532481	0	0.000430663	0.001218027	0	0	0	0.000379651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004820171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003200569	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002743484	0	0	0	0	0	0	0	0	0.000826446	0	0.000241313	0.000259336	0	0	0	0	0	0	0	0	0	0	0	0	0.000684556	0	0.001302083	0	0	0	0	0	0	0.004292869	0.000194856	0.000678426	0	0.000789058	0	0	0	0	0	0	0.003470214	0	0	0	0.000727008	0	0	0	0.003902983	0	0	0	0	0	0	0.003068531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;Other	0	0	0	0.002555453	0.004723347	0	0	0	0	0	0	0	0	0	0	0	0	0.001492909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002052184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000285878	0	0	0	0	0.047619048	0	0	0	0.000868056	0	0	0	0.001015744	0.000259202	0	0	0.003312549	0	0	0	0	0.000625391	0	0	0	0	0	0	0	0.001411433	0.007997092	0	0	0	0	0	0	0	0	0	0.006833713	0.000681896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Chaetomellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162819558	0	0	0.01841254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001300954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae	0	0	0	0.004293162	0	0.0024403	0	0	0.00044843	0	0	0	0	0	0	0.05390625	0	0.000995272	0	0	0.000565291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003887269	0	0	0	0	0	0	0	0	0	0.000696136	0.001956947	0	0	0.000433651	0	0	0	0	0	0	0	0	0	0	0	0.000236128	0	0	0	0	0.023809524	0	0.00036483	0	0.000857633	0	0	0.000323415	0.000456621	0.012531328	0	0	0	0	0.002790957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000727008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis	0	0	0	0.000408873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00521262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005430242	0	0	0.000465875	0	0	0	0	0	0	0	0	0	0.000452284	0	0	0	0	0	0	0	0	0	0	0	0	0.002544529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae	0	0	0	0	0	0.000697229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002168257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002181025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000283849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae	0	0.023988711	0	0.001226618	0	0	0	0	0.008744395	0.001812251	0	0.010723861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003522505	0	0	0	0	0	0	0	0	0	0.00284522	0	0	0	0	0.008736718	0	0	0	0	0	0	0	0	0	0	0	0.029430789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0	0	0	0.015026066	0	0	0	0	0	0	0	0	0.000597907	0	0	0.031640625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000430663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified	0	0	0	0.001839926	0	0.000871536	0	0	0	0.001449801	0	0.000268097	0.001195815	0	0	0	0	0	0	0.216216216	0	0.001187648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000393494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002255215	0.000427191	0.000660032	0	0.000348068	0	0	0	0	0.000298418	0	0	0	0	0	0	0	0	0.001503499	0	0	0	0.000723938	0	0.000393236	0	0.001704105	0	0	0	0	0	0	0	0	0	0	0.000116469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001864319	0.002026903	0.002062328	0.002147695	0.001809627	0.001477833	0.001616221	0.001500309	0.001709077	0.002258968	0.001890756	0.001497847	0.001812605	0.001078458	0.002055336	0.001428954	0.000824063	0.001788509	0.001709645
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00813253	0	0	0.000248818	0.000293169	0	0	0	0.000889086	0	0	0	0	0	0	0	0.000602864	0.011138183	0.000782779	0	0	0.001300954	0	0	0	0.000621228	0	0	0	0	0	0	0	0.000118064	0	0	0	0	0	5.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011307101	0	0	0	0.000312695	0	0	0	0	0	0	0	0.000352858	0	0	0	0	0.003624198	0	0	0.003038488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
